student_id,study_hours,attendance,grades
6123,6.17,65.96,59.22
6124,2.43,96.16,61.39
6125,5.66,64.74,49.76
6126,4.56,78.88,80.4
6127,5.31,69.46,79.36
6128,2.77,99.85,54.65
6129,5.51,83.43,62.37
6130,2.35,65.98,36.94
6131,7.7,86.7,100.0
6132,6.35,99.66,100.96750195116708
6133,1.71,84.2,47.93
6134,9.01,78.3,73.36123534546846
6135,6.55,71.73,59.31
6136,3.84,63.68,66.86
6137,1.41,69.13,54.13
6138,6.69,82.14,100.0
6139,4.36,90.15,47.54
6140,9.17,95.12,100.0
6141,1.31,91.75,70.45
6142,1.35,65.02,35.15
6143,9.54,90.94,105.67409823069424
6144,9.68,83.26,100.0
6145,1.25,78.76,39.99
6146,7.44,82.91,89.83
6147,2.99,60.32,48.54
6148,7.31,62.71,58.99117082258619
6149,8.82,81.03,90.2
6150,1.91,66.94,61.89
6151,3.15,81.82,18.94
6152,1.22,74.17,20.67
6153,1.39,96.3,44.4
6154,1.27,97.99,37.9
6155,8.21,99.19,107.96060018848338
6156,3.68,95.96,44.92
6157,5.44,99.44,39.94
6158,8.09,88.25,81.06
6159,5.45,98.42,58.22
6160,4.86,85.67,67.79
6161,1.1,92.37,41.63
6162,6.11,65.28,73.22
6163,2.12,87.3,33.01
6164,7.88,97.24,100.0
6165,3.32,81.6,55.59
6166,7.07,67.47,57.59
6167,6.82,81.08,95.82
6168,6.55,88.28,99.56
6169,3.4,90.79,70.99
6170,3.4,80.95,54.99
6171,8.77,68.69,84.55462707331489
6172,1.12,97.07,24.12
6173,2.63,90.94,60.01
6174,6.49,70.83,63.83543599562162
6175,8.35,92.47,93.16342600609012
6176,4.23,73.91,64.08
6177,6.88,72.5,95.4
6178,6.01,94.52,79.08
6179,1.58,94.93,10.8
6180,6.6,75.94,68.12
6181,8.33,60.36,74.2
6182,9.93,67.46,100.0
6183,1.27,96.37,39.17983640389682
6184,6.94,95.95,97.99
6185,4.73,78.13,74.19
6186,1.09,72.16,28.72
6187,6.53,72.11,78.09
6188,2.1,95.89,56.65
6189,4.41,72.99,59.42
6190,3.35,80.46,27.02
6191,4.25,89.24,40.94
6192,5.43,68.38,37.34
6193,4.23,70.15,82.83
6194,5.97,74.32,36.05
6195,3.15,86.17,60.52
6196,6.72,92.7,94.49
6197,8.68,81.87,69.4991892402821
6198,3.02,65.32,28.44
6199,5.57,77.85,72.92
6200,6.84,65.11,53.19
6201,6.08,63.53,35.37
6202,4.29,83.58,64.44
6203,6.78,98.25,74.18
6204,1.25,93.5,22.3
6205,4.33,90.98,86.45
6206,5.79,89.08,88.95
6207,1.19,95.89,28.57
6208,5.57,90.11,78.12
6209,6.89,85.08,100.0
6210,7.83,74.59,95.95
6211,2.02,64.04,37.3
6212,9.92,78.44,91.99837826342196
6213,6.46,96.99,74.77
6214,4.27,83.32,71.58
6215,3.24,67.38,23.43
6216,6.16,85.96,44.18
6217,8.94,78.62,81.37
6218,5.69,97.26,53.23
6219,6.95,66.44,81.02
6220,4.22,88.48,75.06
6221,4.49,87.26,84.51
6222,3.58,99.34,51.81
6223,7.35,82.6,84.55
6224,4.23,94.86,48.76
6225,2.72,60.99,37.38919785636591
6226,4.32,64.92,67.51
6227,8.68,73.84,100.0
6228,7.64,84.77,85.78022709185892
6229,4.01,77.96,62.38
6230,9.16,68.11,108.56050529193644
6231,1.67,83.57,37.89
6232,1.45,82.67,48.5
6233,2.15,80.98,68.62
6234,2.05,63.62,43.33
6235,1.79,97.08,38.08
6236,6.95,83.69,62.88
6237,6.41,70.56,65.35
6238,6.83,87.5,76.99
6239,7.2,72.72,85.94
6240,7.81,80.23,94.7738533381644
6241,2.86,73.65,31.11
6242,6.6,95.22,100.0
6243,6.22,99.76,104.2268242331924
6244,9.49,66.45,100.0
6245,3.09,60.94,43.868019077710585
6246,1.53,68.77,42.07
6247,6.88,83.6,81.68
6248,7.66,66.96,74.92729168575147
6249,3.55,92.46,50.61
6250,6.14,76.35,71.82
6251,1.54,84.42,61.96
6252,9.64,78.22,92.73
6253,1.99,96.13,66.11
6254,1.61,61.41,32.64
6255,1.4,89.17,57.26
6256,4.85,86.09,53.66
6257,1.87,85.98,36.27580848364004
6258,7.7,76.56,88.07
6259,9.09,60.63,92.22
6260,3.34,87.57,37.48894728970433
6261,6.66,93.18,94.86
6262,1.38,63.41,63.28
6263,4.48,77.66,51.45
6264,3.64,66.5,45.73
6265,3.06,84.44,66.67
6266,6.8,91.42,58.65
6267,2.17,86.67,38.45
6268,8.75,72.72,71.43037118542614
6269,6.98,65.59,78.85
6270,7.4,91.77,68.88700543964221
6271,9.42,72.96,100.0
6272,9.48,60.89,83.84
6273,5.96,82.86,67.1
6274,5.46,69.87,69.83
6275,4.02,93.65,47.62
6276,7.44,65.73,100.0
6277,5.84,77.39,70.51
6278,9.4,70.13,90.11
6279,3.15,87.58,42.24
6280,3.79,81.94,72.89
6281,3.84,91.64,29.88
6282,8.25,78.34,63.42328580270417
6283,1.89,60.19,33.95
6284,5.1,68.61,83.23
6285,4.85,99.97,56.84
6286,1.66,76.21,65.03
6287,4.7,84.81,43.33531929963725
6288,5.62,96.2,67.56
6289,1.59,60.82,38.31
6290,5.59,86.38,51.8
6291,9.63,71.54,100.0
6292,9.81,71.17,93.51
6293,5.79,68.99,62.66
6294,5.64,92.91,42.08
6295,3.57,74.92,37.68
6296,9.97,62.68,85.98125443995445
6297,3.47,63.87,34.8062127420094
6298,5.08,65.94,67.76
6299,1.03,95.96,22.09
6300,4.14,77.1,79.56374058148394
6301,1.64,96.64,55.26147337819102
6302,7.69,92.7,97.048027705426
6303,6.05,93.52,80.53
6304,6.15,71.47,71.54
6305,3.58,70.85,73.62
6306,8.33,82.4,73.3513809618865
6307,1.03,76.72,69.40200609024025
6308,4.0,80.36,54.87
6309,6.94,62.13,55.63
6310,9.17,98.86,100.0
6311,3.11,62.33,44.95
6312,5.87,67.15,75.42
6313,5.84,87.13,79.7
6314,8.87,66.22,86.27600852257646
6315,1.45,64.27,37.7
6316,4.82,66.14,72.0
6317,2.64,62.48,27.82
6318,1.19,70.05,42.49
6319,2.32,70.84,25.97862134521885
6320,9.79,79.94,72.4343111181051
6321,2.93,77.55,49.59
6322,9.42,78.95,89.5
6323,2.85,84.64,63.74
6324,9.38,69.24,94.88
6325,6.89,65.39,73.35
6326,2.02,95.16,34.67
6327,6.24,85.36,79.44
6328,3.87,62.43,62.87
6329,4.45,98.44,57.35
6330,4.96,87.72,86.12341094711448
6331,4.8,66.07,43.11
6332,6.98,98.77,73.75
6333,7.92,74.62,78.98
6334,3.96,99.38,78.91931545123872
6335,9.32,64.13,89.71594547107017
6336,9.45,66.4,100.0
6337,1.37,86.3,23.85
6338,1.13,60.89,32.99
6339,4.83,60.75,33.91
6340,6.32,91.68,54.06
6341,3.5,66.71,69.56
6342,3.33,96.75,53.4
6343,7.11,77.04,84.69406212344583
6344,6.42,94.95,95.87
6345,2.5,76.71,68.28
6346,8.96,81.21,96.95588425758596
6347,7.12,72.66,79.92379793807024
6348,4.26,86.32,56.3
6349,7.15,72.73,72.81413259196971
6350,2.01,68.93,32.02
6351,5.21,63.24,50.92
6352,2.52,62.31,50.52
6353,1.37,72.24,50.01024548801893
6354,4.04,89.46,41.93
6355,2.36,68.22,52.19
6356,6.7,71.97,78.30971871968734
6357,7.07,96.21,90.6042830436516
6358,2.34,85.57,41.62
6359,1.22,96.79,79.83
6360,8.14,96.45,100.0
6361,1.02,62.54,30.67
6362,4.1,98.2,46.09
6363,5.45,62.05,64.52
6364,8.37,97.02,91.79
6365,8.55,81.87,92.18
6366,7.52,81.33,90.33
6367,3.22,88.53,75.29
6368,7.48,95.17,83.6
6369,3.22,84.68,60.97
6370,2.93,77.02,68.54
6371,5.92,64.48,96.48295168679678
6372,7.11,91.57,82.145737593733
6373,1.48,65.13,16.8
6374,1.54,89.05,24.7
6375,8.06,81.12,64.93
6376,8.74,75.43,107.74359614792426
6377,6.44,84.52,62.09376857918334
6378,4.86,90.89,89.65
6379,8.61,97.65,90.74864135271156
6380,7.56,70.59,72.77650229711739
6381,6.22,97.89,73.35
6382,3.88,98.44,29.51
6383,2.78,92.55,33.26
6384,4.77,95.26,56.93
6385,3.58,87.7,66.17
6386,4.05,61.56,29.16
6387,5.64,83.0,86.84433834585664
6388,2.52,89.89,32.01
6389,8.26,97.67,92.36
6390,2.31,82.82,64.43
6391,5.33,91.77,46.3
6392,7.71,88.2,100.0
6393,5.37,71.23,37.19
6394,4.25,66.19,64.9
6395,5.27,90.04,53.42
6396,8.64,69.35,81.97759524875624
6397,9.91,69.79,80.82326882583749
6398,6.68,85.76,74.64
6399,8.14,91.56,100.0
6400,1.13,83.29,21.79
6401,8.92,95.4,100.0
6402,9.59,68.46,100.0
6403,6.18,70.1,67.13
6404,7.78,85.48,81.19
6405,5.61,93.17,80.49
6406,3.58,81.57,86.85
6407,8.67,60.42,101.856997033466
6408,6.37,87.08,52.36
6409,6.21,92.54,85.36
6410,6.93,71.06,34.92
6411,8.7,62.17,87.51
6412,7.59,80.72,100.0
6413,2.9,61.69,28.86
6414,5.2,76.64,78.24
6415,9.82,60.71,67.17
6416,5.99,69.0,48.8
6417,9.44,75.55,92.56
6418,8.32,64.47,73.71950645907941
6419,6.99,64.57,70.61
6420,4.14,93.08,71.27
6421,3.74,61.66,70.07
6422,6.79,87.56,58.82
6423,4.89,92.58,69.86
6424,8.19,65.23,69.29297260492706
6425,7.84,67.81,86.12
6426,3.81,85.66,76.99
6427,7.32,72.63,65.0
6428,5.45,79.06,55.62
6429,3.91,93.44,62.88
6430,4.72,65.52,50.07
6431,9.06,84.79,81.23614785301312
6432,4.24,97.7,71.97
6433,3.59,62.3,7.76
6434,4.17,62.4,54.56
6435,2.93,82.19,36.98
6436,5.9,98.4,53.24
6437,2.33,68.82,53.75
6438,8.36,73.23,85.22850359584294
6439,3.03,63.95,43.54
6440,6.38,74.49,84.20124617763622
6441,2.13,61.77,36.21
6442,9.81,75.56,100.0
6443,5.09,82.22,66.12
6444,8.4,99.0,100.0
6445,7.92,92.74,93.88
6446,7.42,92.88,80.58
6447,8.45,69.13,86.83543012308219
6448,1.9,63.49,44.12
6449,7.11,84.12,55.46555865204475
6450,3.39,80.85,69.66
6451,8.07,80.66,93.14
6452,9.61,64.36,90.36
6453,9.11,79.76,100.0
6454,2.03,66.01,36.22
6455,4.33,76.88,55.84
6456,4.28,62.49,71.47
6457,2.1,94.28,50.25
6458,1.88,60.53,17.46
6459,4.46,97.57,91.09
6460,9.93,94.52,100.0
6461,6.12,90.1,57.31
6462,6.6,99.3,83.27
6463,5.24,62.15,42.07
6464,6.96,85.66,80.06
6465,9.61,93.97,90.8
6466,6.3,65.06,57.04
6467,1.59,83.39,44.340667240606464
6468,5.44,75.76,80.74
6469,9.93,77.43,85.64692184282163
6470,4.49,96.5,70.32
6471,6.34,81.55,82.02
6472,1.96,63.73,42.4
6473,2.27,97.49,61.24
6474,8.87,67.41,94.74
6475,3.7,95.71,46.45
6476,3.75,98.84,61.31
6477,4.48,95.11,60.82
6478,9.7,87.09,100.0
6479,1.76,89.74,51.35731037863557
6480,8.37,87.99,100.0
6481,4.07,78.42,54.27
6482,8.65,70.98,88.58
6483,9.93,71.4,94.1620785973486
6484,4.14,89.25,40.95
6485,2.16,85.04,27.17
6486,2.3,83.4,16.84
6487,7.83,86.1,63.58502101473407
6488,2.3,90.99,40.65
6489,3.34,89.93,21.31
6490,2.84,64.22,37.53
6491,4.2,74.52,47.7
6492,1.67,70.56,64.4
6493,8.71,81.53,94.02
6494,8.74,62.46,66.40890685518984
6495,4.72,90.5,76.85
6496,6.51,64.26,36.15
6497,6.78,70.86,73.43
6498,7.74,91.31,93.91
6499,5.69,62.06,53.86
6500,5.59,86.41,52.0
6501,6.68,96.98,100.0
6502,7.33,84.71,53.12237558519502
6503,4.12,88.51,40.4
6504,3.97,91.69,65.37
6505,3.43,68.89,53.34
6506,5.94,83.24,78.49
6507,4.24,72.36,80.88
6508,5.86,69.98,70.15
6509,4.65,67.7,73.99
6510,8.53,83.42,100.0
6511,1.66,91.78,18.69
6512,6.15,95.04,78.16
6513,6.18,77.14,63.62
6514,4.45,74.92,98.56
6515,4.79,87.49,41.94
6516,8.2,91.21,86.22150347669266
6517,3.53,70.13,44.81
6518,8.84,71.89,77.5436291586779
6519,9.07,81.34,73.2716006264419
6520,6.86,77.78,58.01
6521,7.96,88.23,74.81053211663998
6522,6.52,80.18,76.21
6523,5.73,64.46,72.74
6524,9.7,66.64,100.0
6525,3.54,96.08,77.16
6526,2.39,69.1,68.41
6527,3.59,62.0,16.77
6528,6.53,89.26,97.54
6529,2.67,87.36,13.82
6530,9.18,84.0,87.67
6531,4.7,80.09,72.55
6532,8.65,98.78,98.6
6533,3.24,64.79,60.68
6534,3.82,80.41,32.99
6535,1.53,82.56,24.84
6536,3.32,60.9,80.58
6537,5.41,76.48,43.86
6538,9.52,91.31,88.44221913863129
6539,4.5,78.84,68.78
6540,6.76,95.01,60.93
6541,4.85,85.79,49.39
6542,1.42,90.64,56.4
6543,5.53,92.18,59.3
6544,1.59,87.58,69.25
6545,8.95,89.98,85.58
6546,7.78,87.81,97.27
6547,4.41,82.02,28.42
6548,6.76,82.66,60.68
6549,2.01,67.6,71.98
6550,7.32,93.1,99.02
6551,8.4,72.49,107.35658642326676
6552,8.4,81.43,81.00688054657846
6553,3.56,69.98,77.03
6554,3.37,87.83,49.55180566271498
6555,5.69,99.01,41.78
6556,9.71,92.08,90.99947300321696
6557,9.28,84.76,98.19
6558,4.24,82.7,70.49
6559,8.02,79.59,79.63
6560,9.29,68.2,76.51
6561,3.35,73.92,56.57
6562,8.47,76.26,70.67
6563,3.41,97.78,70.87
6564,4.09,77.02,27.62
6565,2.79,83.45,77.81
6566,5.56,96.9,69.1
6567,8.59,80.74,86.2284535059149
6568,5.75,70.06,83.42
6569,2.11,75.24,46.49
6570,3.27,75.02,31.09
6571,6.07,88.59,71.65
6572,6.25,71.84,91.83
6573,6.19,89.21,77.07
6574,1.69,95.57,47.75
6575,7.78,73.44,98.66
6576,9.18,65.41,77.61448622135464
6577,5.59,85.54,59.97
6578,7.47,74.43,76.91
6579,9.23,81.36,87.8880107864721
6580,6.78,85.37,70.71
6581,7.07,76.31,86.44
6582,7.49,96.99,100.0
6583,3.34,75.98,90.5729966696167
6584,6.24,72.29,45.27
6585,8.58,95.43,109.35113458757286
6586,3.67,65.45,30.44
6587,9.07,64.97,82.51
6588,6.58,97.43,64.63
6589,4.81,68.36,60.79
6590,6.61,65.94,48.85
6591,4.62,81.41,54.13994317199656
6592,8.54,61.87,83.73
6593,5.34,84.8,70.25
6594,9.11,78.12,75.73059509409367
6595,5.59,85.62,47.74
6596,6.94,71.36,85.77
6597,9.98,96.22,94.62
6598,2.32,70.82,29.43
6599,7.63,85.5,83.32331470514173
6600,2.25,97.8,58.01
6601,8.55,76.03,74.72744722134433
6602,6.37,66.46,61.33
6603,9.44,62.74,75.03151613002322
6604,8.79,98.52,100.0
6605,1.67,90.55,57.91
6606,2.24,96.76,41.84
6607,6.41,87.95,64.32
6608,5.66,73.7,64.34
6609,2.52,64.92,30.74
6610,2.16,97.17,69.36
6611,6.08,79.58,77.3
6612,1.44,75.86,36.01
6613,8.86,83.11,91.08
6614,8.26,64.26,85.46
6615,8.07,72.37,87.27859947932926
6616,1.14,85.52,7.87
6617,1.43,64.0,23.55
6618,5.95,65.41,86.03
6619,9.95,80.42,98.8662391738036
6620,4.08,84.94,20.69
6621,4.1,67.48,51.59
6622,2.21,61.32,9.48
6623,7.07,98.33,87.54
6624,6.82,61.1,82.36
6625,1.91,60.08,33.90105782588603
6626,5.21,72.93,51.63
6627,7.0,68.9,86.15
6628,5.44,82.94,98.93
6629,7.07,95.77,92.03
6630,8.35,79.24,94.71
6631,7.17,90.93,86.74
6632,6.55,96.37,79.76
6633,8.68,67.58,93.81
6634,9.11,79.53,79.5003496762435
6635,4.5,85.68,72.11
6636,2.56,73.28,55.83
6637,8.36,89.59,95.86
6638,2.92,88.21,67.67
6639,9.36,76.84,100.0
6640,1.21,63.52,31.1
6641,9.29,60.46,64.26385639555645
6642,6.3,74.77,86.2
6643,7.97,63.28,76.79
6644,4.59,91.26,71.49
6645,9.93,73.37,85.16115671708592
6646,3.05,86.64,33.75
6647,3.38,73.86,73.03
6648,1.46,91.84,49.42
6649,9.46,95.54,79.16808324027427
6650,5.1,93.5,71.06
6651,7.07,79.38,79.24
6652,7.19,63.36,70.97
6653,8.87,74.87,78.63
6654,6.98,76.98,43.49
6655,6.06,98.41,55.98
6656,7.39,82.62,60.60899595033513
6657,7.76,85.63,92.74
6658,2.67,91.28,56.05
6659,1.99,82.73,33.3
6660,1.67,83.94,8.98
6661,4.37,69.81,57.16
6662,5.48,62.35,59.24
6663,6.54,88.86,94.77
6664,9.62,93.95,100.0
6665,3.98,76.48,24.22
6666,7.85,81.96,83.62
6667,5.78,72.29,95.06
6668,2.98,78.01,68.55
6669,6.54,68.36,62.37
6670,9.7,90.4,81.90289977910561
6671,2.12,79.68,12.87
6672,5.57,81.89,40.78
6673,1.46,61.48,20.41
6674,3.89,84.9,52.75
6675,6.59,68.11,57.43
6676,8.57,75.34,82.17102272768523
6677,7.57,76.51,77.28852241285136
6678,5.17,77.95,71.23
6679,9.18,69.1,102.20503096870242
6680,3.72,94.0,80.22
6681,7.79,77.11,95.29
6682,5.27,84.49,58.12
6683,9.09,84.56,91.82811324049064
6684,8.18,84.28,95.15
6685,9.11,82.37,85.9
6686,2.93,92.91,32.82109862276665
6687,7.01,92.5,86.80754348191208
6688,7.65,76.69,92.64
6689,7.68,85.43,68.88
6690,5.54,64.11,50.48
6691,1.1,63.63,53.99
6692,3.35,79.2,22.94
6693,3.91,96.01,81.0
6694,8.67,86.0,95.12
6695,8.57,86.77,100.0
6696,1.94,66.31,37.19
6697,9.55,78.13,99.44
6698,2.64,76.03,66.49
6699,4.73,91.32,89.55
6700,2.94,65.51,63.48
6701,8.74,81.57,92.77
6702,7.74,96.45,100.0
6703,4.18,95.7,56.39
6704,7.14,94.09,72.45
6705,2.66,75.0,63.36
6706,4.44,97.64,55.78
6707,4.39,92.21,31.48
6708,3.14,94.05,40.68892407475515
6709,8.89,97.29,98.22
6710,7.11,97.48,69.06381044261325
6711,3.52,69.6,61.832764025623824
6712,3.18,65.11,63.38
6713,1.16,87.63,55.04320690964128
6714,4.12,82.53,77.10839948150051
6715,5.74,73.1,70.35
6716,3.5,87.38,55.62
6717,7.3,62.48,60.55314454059129
6718,4.71,61.89,84.76320153940233
6719,3.85,74.17,58.05
6720,9.45,67.75,83.05
6721,3.37,88.74,64.76
6722,4.58,97.92,37.73
6723,4.44,86.47,53.12
6724,3.17,86.19,14.49
6725,2.96,60.26,31.76
6726,3.72,80.49,66.54
6727,8.78,92.68,96.77
6728,7.9,86.16,97.27794382951768
6729,7.13,69.11,75.78
6730,5.11,93.94,65.93
6731,5.57,98.58,79.75
6732,3.4,71.16,64.92
6733,1.67,68.28,32.08635802955138
6734,3.98,73.54,25.64
6735,5.46,62.53,66.96
6736,1.52,94.94,34.62
6737,1.79,97.17,67.77
6738,3.37,85.33,51.95
6739,4.3,90.57,91.84
6740,4.54,86.75,77.89052381901317
6741,2.06,75.09,50.04
6742,3.03,85.28,75.94
6743,3.35,93.45,46.24
6744,1.61,92.4,31.61
6745,3.93,63.24,59.94
6746,1.65,78.5,36.55
6747,7.33,75.89,90.26
6748,4.47,90.08,71.36
6749,3.94,80.06,54.53
6750,2.14,73.99,36.28
6751,3.04,88.25,56.24
6752,3.09,78.94,32.9
6753,9.87,70.26,75.5
6754,8.52,95.62,75.66088797658698
6755,1.14,64.52,53.46
6756,6.55,60.72,95.85
6757,3.3,65.76,54.36
6758,1.94,66.55,58.46
6759,7.35,81.52,80.8
6760,2.18,84.99,36.24
6761,4.99,77.94,64.05
6762,6.69,68.17,90.79
6763,5.99,65.29,69.67
6764,9.8,79.69,98.12
6765,8.07,82.62,79.27524265416011
6766,7.97,72.16,73.1614876858559
6767,4.2,68.82,28.42
6768,1.08,63.22,65.20422943760231
6769,7.61,61.05,69.54
6770,10.0,64.23,87.5658099368652
6771,4.65,89.68,42.97
6772,9.87,73.76,85.19470312082487
6773,2.28,61.1,54.73
6774,3.67,80.33,46.58
6775,2.54,81.44,49.02517687849388
6776,5.28,77.15,55.62
6777,8.17,64.43,63.187852631236105
6778,4.07,90.2,78.12
6779,9.16,87.56,71.53113827581981
6780,5.9,75.79,77.12
6781,5.19,75.23,46.84
6782,8.08,66.24,76.4345615524647
6783,1.91,90.14,27.88
6784,7.96,83.98,70.50114415436701
6785,3.19,63.43,68.25
6786,3.53,75.12,75.33
6787,6.4,96.14,84.33
6788,9.12,78.09,97.1
6789,6.21,73.0,77.04
6790,6.84,85.75,98.36
6791,7.99,68.12,55.71096316223149
6792,3.33,80.95,46.82
6793,8.45,86.78,82.3701497652394
6794,4.76,94.2,60.46
6795,2.58,87.7,78.9
6796,4.15,75.38,63.46
6797,3.22,90.71,74.49
6798,3.06,95.94,31.82
6799,3.54,79.11,52.1
6800,2.63,60.18,39.48
6801,7.01,95.24,78.97059626672973
6802,6.22,66.62,77.65
6803,6.84,65.05,52.88
6804,4.09,72.31,82.54653785223002
6805,7.93,75.2,83.53029808298817
6806,2.17,91.98,34.99
6807,6.14,75.57,51.18
6808,3.48,61.95,60.11
6809,5.75,85.44,81.56
6810,3.91,86.85,45.81
6811,8.11,92.57,91.59
6812,9.02,75.95,93.95
6813,7.68,63.44,69.58752044641787
6814,2.58,82.12,76.04229928395301
6815,3.47,64.84,68.90291339127616
6816,9.27,60.68,63.51456627958855
6817,4.93,91.14,77.7
6818,9.47,76.14,100.0
6819,4.53,81.0,48.68
6820,9.57,86.51,90.94979225653108
6821,9.33,76.04,100.0
6822,6.94,62.05,56.7
6823,1.08,70.11,28.16
6824,4.6,67.77,71.92
6825,9.2,99.1,91.62
6826,8.97,89.58,99.83
6827,2.69,78.06,39.193113266029
6828,4.59,62.53,37.33
6829,8.52,64.63,81.61
6830,6.2,92.52,72.37486187229676
6831,8.63,97.82,105.6783307572632
6832,8.44,61.25,84.34
6833,9.17,96.42,94.52542434084218
6834,2.05,75.22,69.45
6835,2.31,68.55,14.23
6836,1.75,64.09,54.17
6837,9.42,90.87,92.81
6838,5.28,78.76,58.04
6839,1.58,93.3,40.22
6840,3.89,69.05,21.73
6841,4.16,87.14,48.54
6842,8.29,64.72,49.81814717079106
6843,7.62,63.59,67.11
6844,7.2,65.34,96.28
6845,1.2,92.36,7.14
6846,9.2,86.22,85.66926106554389
6847,2.94,66.64,39.71
6848,6.66,75.39,48.89
6849,1.56,90.55,69.91
6850,1.73,71.43,43.17
6851,1.09,96.85,65.99
6852,6.09,96.58,82.70191863123239
6853,6.66,82.12,54.54
6854,1.45,85.28,16.3
6855,3.61,86.13,67.62
6856,8.66,70.34,86.60054332290531
6857,1.91,74.61,24.79
6858,2.95,65.44,39.46
6859,4.82,96.99,73.75
6860,8.58,88.95,74.23
6861,3.29,61.85,20.48
6862,9.97,81.98,82.64342271053374
6863,4.2,73.72,56.49
6864,4.48,92.61,57.69
6865,2.1,73.75,64.71
6866,7.12,85.77,97.05
6867,3.19,66.63,23.92
6868,6.66,82.35,89.14
6869,3.01,71.76,64.8
6870,4.49,66.6,73.44
6871,8.71,84.77,83.24
6872,7.65,85.55,79.73
6873,2.39,99.33,55.22
6874,6.47,86.76,56.29
6875,6.66,80.63,53.49459617228834
6876,1.82,96.5,53.18
6877,5.19,93.13,68.59
6878,3.35,81.95,41.1
6879,5.2,80.45,54.73
6880,7.99,97.68,77.99
6881,2.42,84.69,49.2950940743349
6882,2.11,88.55,60.93
6883,3.42,63.47,76.36
6884,9.57,88.73,92.31
6885,7.73,70.59,78.59394826200412
6886,1.18,64.62,28.512611886234836
6887,4.61,93.99,50.67
6888,3.32,87.65,56.51
6889,6.74,76.3,50.04
6890,5.13,77.26,73.09
6891,9.68,67.88,83.1992553483574
6892,2.97,60.38,11.49
6893,6.29,73.97,53.71
6894,7.3,65.94,85.94
6895,8.43,76.87,98.99170127340872
6896,4.66,93.35,48.94
6897,7.18,64.59,77.06
6898,3.73,63.67,38.86
6899,4.92,96.08,36.88
6900,9.06,89.81,101.46972828512352
6901,9.55,62.12,94.84
6902,7.47,63.18,75.65
6903,4.37,87.4,71.9
6904,8.38,74.81,85.63
6905,1.23,88.97,25.36
6906,1.92,76.18,30.71
6907,6.95,98.71,43.93
6908,3.62,87.78,63.66
6909,9.56,61.86,90.79729572168176
6910,4.92,73.22,67.36
6911,4.86,82.54,67.88
6912,7.1,65.67,52.2946666647188
6913,7.91,60.1,82.11
6914,5.28,63.17,84.69
6915,2.93,80.97,58.5
6916,7.96,85.29,79.1
6917,3.88,63.72,37.16
6918,2.58,86.61,40.4
6919,6.68,84.68,100.0
6920,1.81,97.6,56.25
6921,9.74,93.63,97.08827377183812
6922,6.69,97.73,43.97
6923,9.87,98.64,86.04397280172678
6924,4.05,77.63,56.94
6925,9.74,79.52,100.0
6926,2.31,71.26,79.21673264135691
6927,1.37,80.34,37.74
6928,1.3,66.03,26.11
6929,5.18,86.86,66.58
6930,1.75,61.0,23.56
6931,5.61,69.43,52.16
6932,3.95,68.32,77.59284015163188
6933,4.02,97.52,47.72
6934,6.72,65.8,84.89
6935,2.47,95.63,82.7
6936,7.9,64.97,100.0
6937,6.24,86.03,65.55
6938,9.23,72.8,98.96
6939,4.28,72.64,35.14
6940,9.84,99.93,100.0
6941,6.18,69.04,58.94
6942,9.76,68.1,66.12387710859605
6943,1.24,83.57,50.55
6944,7.55,89.63,90.8
6945,8.35,99.3,83.27
6946,1.48,88.06,9.12
6947,6.21,82.47,85.09
6948,8.22,76.37,69.16
6949,6.05,83.8,72.64
6950,1.57,84.03,60.34
6951,7.24,68.71,89.63
6952,1.55,86.85,26.74
6953,8.36,68.18,88.62822128891695
6954,1.39,79.6,44.34
6955,2.24,70.39,16.82
6956,3.48,72.51,43.67
6957,6.7,84.56,47.05
6958,9.79,62.58,100.0
6959,2.06,60.48,54.16
6960,2.28,65.22,24.3
6961,4.32,66.75,67.6
6962,8.53,67.91,97.56
6963,5.21,90.96,44.38
6964,3.89,77.87,64.42
6965,6.05,78.8,63.35
6966,3.34,85.77,65.21
6967,4.61,89.16,28.95
6968,3.99,60.14,61.48
6969,8.24,94.27,84.12474041044271
6970,9.32,99.54,86.85
6971,7.84,64.87,88.05
6972,4.95,86.04,76.18
6973,5.54,60.1,79.02
6974,2.13,61.96,31.35
6975,7.72,71.4,88.03
6976,6.37,93.86,59.7
6977,9.12,86.1,94.07
6978,2.81,77.83,60.2
6979,7.84,77.54,79.91
6980,7.16,78.64,84.3613211004813
6981,3.39,72.44,56.49
6982,7.01,95.11,91.65
6983,9.32,82.71,81.38892355552946
6984,9.27,79.36,76.05
6985,7.48,78.6,75.67
6986,1.43,97.43,50.76
6987,8.85,88.95,91.23917956462044
6988,6.92,65.79,86.56287667179198
6989,3.79,77.48,72.11
6990,2.69,71.53,25.98
6991,2.05,99.47,49.43
6992,1.45,76.62,30.001836199371063
6993,7.79,62.71,91.62
6994,3.12,76.45,64.19
6995,1.22,72.85,59.85
6996,4.58,83.98,52.87
6997,5.34,69.04,38.18
6998,2.52,61.44,62.51
6999,1.4,63.84,47.44427108300157
7000,2.7,71.33,15.84
7001,7.11,73.93,87.05707607448053
7002,1.74,93.38,32.92
7003,6.0,70.8,47.62
7004,2.32,61.26,10.03
7005,2.76,91.23,38.34
7006,4.54,94.76,78.86
7007,1.91,79.69,9.92
7008,2.56,71.4,38.83
7009,4.14,90.89,51.54962093538251
7010,3.97,60.36,71.07367430725434
